"Identificador do processo de viagem";"Meio de transporte";"País - Origem ida";"UF - Origem ida";"Cidade - Origem ida";"País - Destino ida";"UF - Destino ida";"Cidade - Destino ida";"País - Origem volta";"UF - Origem volta";"Cidade - Origem volta";"Pais - Destino volta";"UF - Destino volta";"Cidade - Destino volta";"Valor da passagem";"Taxa de serviço"
"0000000000014482837";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"287,82";"0,00"
"0000000000014482862";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"287,82";"0,00"
"0000000000014483029";"Aéreo";"Brasil";"Rio Grande do Norte";"Natal";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"524,64";"0,00"
"0000000000014483029";"Aéreo";"Brasil";"Goiás";"Goiânia";"Brasil";"Rio Grande do Norte";"Natal";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"496,73";"0,00"
"0000000000014483031";"Aéreo";"África do Sul";"";"Johannesburg";"Áustria";"";"Viena";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2783,91";"0,00"
"0000000000014483068";"Aéreo";"África do Sul";"";"Johannesburg";"Áustria";"";"Viena";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2783,91";"0,00"
"0000000000014483136";"Aéreo";"África do Sul";"";"Johannesburg";"Áustria";"";"Viena";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2301,58";"0,00"
"0000000000014483729";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Espanha";"";"Salamanca";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2193,05";"0,00"
"0000000000014483729";"Aéreo";"Espanha";"";"Salamanca";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2193,05";"0,00"
"0000000000014484021";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Ceará";"Fortaleza";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"678,17";"0,00"
"0000000000014484021";"Aéreo";"Brasil";"Ceará";"Fortaleza";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"455,68";"0,00"
"0000000000014484368";"Aéreo";"Uruguai";"";"Montevidéu";"Trinidad e Tobago";"";"Port of Spain";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5425,80";"0,00"
"0000000000014484477";"Aéreo";"Uruguai";"";"Montevidéu";"Trinidad e Tobago";"";"Port of Spain";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5425,80";"0,00"
"0000000000014484591";"Aéreo";"Senegal";"";"Dacar";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"3752,66";"0,00"
"0000000000014484789";"Aéreo";"Brasil";"Rio Grande do Norte";"Natal";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio Grande do Norte";"Natal";"1595,95";"0,00"
"0000000000014486203";"Aéreo";"Espanha";"";"Madri";"Colômbia";"";"Bogotá";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2605,87";"0,00"
"0000000000014486337";"Aéreo";"Espanha";"";"Madri";"Colômbia";"";"Bogotá";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1925,49";"0,00"
"0000000000014486418";"Aéreo";"Nova Zelândia";"";"Wellington";"Cingapura";"";"Cingapura";"Cingapura";"";"Cingapura";"Nova Zelândia";"";"Wellington";"5929,09";"0,00"
"0000000000014486434";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"184,31";"0,00"
"0000000000014486434";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"190,99";"0,00"
"0000000000014486523";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"261,24";"0,00"
"0000000000014486523";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"259,86";"0,00"
"0000000000014486526";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"261,24";"0,00"
"0000000000014486526";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"259,86";"0,00"
"0000000000014486837";"Aéreo";"Estados Unidos da América";"";"Washington";"Indonésia";"";"Jacarta";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1647,68";"0,00"
"0000000000014487136";"Aéreo";"Malauí";"";"Lilongue";"Áustria";"";"Viena";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"3428,41";"0,00"
"0000000000014487221";"Aéreo";"Malauí";"";"Lilongue";"Áustria";"";"Viena";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"3428,41";"0,00"
"0000000000014487273";"Aéreo";"Malauí";"";"Lilongue";"Áustria";"";"Viena";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2816,60";"0,00"
"0000000000014487279";"Aéreo";"Malauí";"";"Lilongue";"Áustria";"";"Viena";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2816,60";"0,00"
"0000000000014487489";"Aéreo";"Portugal";"";"Lisboa";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2317,76";"0,00"
"0000000000014487534";"Aéreo";"Portugal";"";"Lisboa";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2502,28";"0,00"
"0000000000014487668";"Aéreo";"Portugal";"";"Lisboa";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2068,51";"0,00"
"0000000000014487829";"Aéreo";"Brasil";"Amapá";"Macapá";"Brasil";"Pará";"Belém";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"230,00";"0,00"
"0000000000014487829";"Aéreo";"Brasil";"Pará";"Belém";"Brasil";"Amapá";"Macapá";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"236,41";"0,00"
"0000000000014487894";"Aéreo";"Países Baixos";"";"Haia";"Senegal";"";"Dacar";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"997,03";"0,00"
"0000000000014488404";"Aéreo";"Brasil";"São Paulo";"Guarulhos";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"161,91";"0,00"
"0000000000014488404";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"São Paulo";"Guarulhos";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"160,41";"0,00"
"0000000000014488508";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"São Paulo";"Guarulhos";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"160,41";"0,00"
"0000000000014488508";"Aéreo";"Brasil";"São Paulo";"Guarulhos";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"161,91";"0,00"
"0000000000014488619";"Aéreo";"Brasil";"São Paulo";"Guarulhos";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"161,91";"0,00"
"0000000000014488619";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"São Paulo";"Guarulhos";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"160,41";"0,00"
"0000000000014488702";"Aéreo";"Brasil";"São Paulo";"Guarulhos";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"161,91";"0,00"
"0000000000014488702";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"São Paulo";"Guarulhos";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"160,41";"0,00"
"0000000000014488841";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"239,53";"0,00"
"0000000000014488841";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"436,33";"0,00"
"0000000000014488844";"Aéreo";"Indonésia";"";"Jacarta";"China";"";"Pequim";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"0,00";"0,00"
"0000000000014488844";"Aéreo";"China";"";"Pequim";"Indonésia";"";"Jacarta";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"3474,48";"0,00"
"0000000000014488896";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"239,53";"0,00"
"0000000000014488896";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"436,33";"0,00"
"0000000000014488949";"Aéreo";"Brasil";"Rio Grande do Norte";"Natal";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"444,64";"0,00"
"0000000000014488949";"Aéreo";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Brasil";"Rio Grande do Norte";"Natal";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"480,95";"0,00"
"0000000000014488949";"Aéreo";"Brasil";"Rio Grande do Norte";"Natal";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"501,89";"0,00"
"0000000000014489243";"Aéreo";"Brasil";"Rio Grande do Norte";"Natal";"Brasil";"Paraná";"Foz do Iguaçu";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"502,76";"0,00"
"0000000000014489243";"Aéreo";"Brasil";"Paraná";"Foz do Iguaçu";"Brasil";"Rio Grande do Norte";"Natal";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"362,99";"0,00"
"0000000000014489506";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Estados Unidos da América";"";"Washington";"Estados Unidos da América";"";"Washington";"Brasil";"Distrito Federal";"Brasília";"7320,25";"0,00"
"0000000000014489696";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Estados Unidos da América";"";"Washington";"Estados Unidos da América";"";"Washington";"Brasil";"Distrito Federal";"Brasília";"7320,25";"0,00"
"0000000000014489862";"Aéreo";"Brasil";"Rio Grande do Norte";"Natal";"Brasil";"Paraná";"Foz do Iguaçu";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"502,76";"0,00"
"0000000000014489862";"Aéreo";"Brasil";"Paraná";"Foz do Iguaçu";"Brasil";"Rio Grande do Norte";"Natal";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"362,99";"0,00"
"0000000000014490144";"Aéreo";"Argentina";"";"Buenos Aires";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5477,76";"0,00"
"0000000000014490594";"Aéreo";"Espanha";"";"Barcelona";"Panamá";"";"Cidade do Panamá";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"3651,45";"0,00"
"0000000000014490634";"Aéreo";"Espanha";"";"Barcelona";"Panamá";"";"Cidade do Panamá";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"3651,45";"0,00"
"0000000000014490790";"Aéreo";"Brasil";"Amazonas";"Manaus";"Brasil";"São Paulo";"Guarulhos";"Brasil";"São Paulo";"Guarulhos";"Brasil";"Amazonas";"Manaus";"2352,31";"0,00"
"0000000000014491235";"Aéreo";"Etiópia";"";"Adis-Ababa";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Etiópia";"";"Adis-Ababa";"4614,03";"0,00"
"0000000000014491241";"Aéreo";"Etiópia";"";"Adis-Ababa";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Etiópia";"";"Adis-Ababa";"4614,03";"0,00"
"0000000000014491529";"Aéreo";"Uruguai";"";"Montevidéu";"Arábia Saudita";"";"Riad";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"7766,79";"0,00"
"0000000000014491531";"Aéreo";"Uruguai";"";"Montevidéu";"Arábia Saudita";"";"Riad";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"7766,79";"0,00"
"0000000000014491532";"Aéreo";"Uruguai";"";"Montevidéu";"Arábia Saudita";"";"Riad";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"6262,86";"0,00"
"0000000000014491533";"Aéreo";"Uruguai";"";"Montevidéu";"Índia";"";"Nova Delhi";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"8273,22";"0,00"
"0000000000014491537";"Aéreo";"França";"";"Paris";"Peru";"";"Lima";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2742,27";"0,00"
"0000000000014491539";"Aéreo";"França";"";"Paris";"Peru";"";"Lima";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2745,06";"0,00"
"0000000000014491540";"Aéreo";"Filipinas";"";"Manilla";"Austrália";"";"Sydney";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1528,62";"0,00"
"0000000000014491544";"Aéreo";"Filipinas";"";"Manilla";"Austrália";"";"Sydney";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1528,62";"0,00"
"0000000000014491546";"Aéreo";"Filipinas";"";"Manilla";"Austrália";"";"Sydney";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1175,78";"0,00"
"0000000000014491565";"Aéreo";"Equador";"";"Quito";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2936,07";"0,00"
"0000000000014491566";"Aéreo";"Equador";"";"Quito";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2936,07";"0,00"
"0000000000014491568";"Aéreo";"Equador";"";"Quito";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2144,72";"0,00"
"0000000000014491583";"Aéreo";"Argentina";"";"Buenos Aires";"Colômbia";"";"Bogotá";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2939,43";"0,00"
"0000000000014492879";"Aéreo";"Paraguai";"";"Assunção";"Espanha";"";"Madri";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"3956,10";"0,00"
"0000000000014492938";"Aéreo";"Paraguai";"";"Assunção";"Espanha";"";"Madri";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"3956,10";"0,00"
"0000000000014494878";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Bélgica";"";"Bruxelas";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1614,61";"0,00"
"0000000000014494921";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Bélgica";"";"Bruxelas";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1614,61";"0,00"
"0000000000014494955";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Bélgica";"";"Bruxelas";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1333,60";"0,00"
"0000000000014495069";"Aéreo";"Irlanda";"";"Dublin";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"3242,14";"0,00"
"0000000000014495102";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Reino Unido";"";"Londres";"Reino Unido";"";"Londres";"Brasil";"Distrito Federal";"Brasília";"3914,81";"0,00"
"0000000000014495195";"Aéreo";"Brasil";"Alagoas";"Maceió";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"804,17";"0,00"
"0000000000014495195";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Alagoas";"Maceió";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"654,55";"0,00"
"0000000000014495209";"Aéreo";"Brasil";"Amapá";"Macapá";"Brasil";"Amazonas";"Manaus";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"572,41";"0,00"
"0000000000014495209";"Aéreo";"Brasil";"Amazonas";"Manaus";"Brasil";"Amapá";"Macapá";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"376,09";"0,00"
"0000000000014495210";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Minas Gerais";"Belo Horizonte";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"728,01";"0,00"
"0000000000014495210";"Aéreo";"Brasil";"Minas Gerais";"Belo Horizonte";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"831,03";"0,00"
"0000000000014495370";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Reino Unido";"";"Londres";"Reino Unido";"";"Londres";"Brasil";"Distrito Federal";"Brasília";"3914,81";"0,00"
"0000000000014495462";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Reino Unido";"";"Londres";"Reino Unido";"";"Londres";"Brasil";"Distrito Federal";"Brasília";"3914,81";"0,00"
"0000000000014495649";"Aéreo";"Brasil";"Paraná";"Foz do Iguaçu";"Brasil";"Goiás";"Goiânia";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"406,54";"0,00"
"0000000000014495649";"Aéreo";"Brasil";"Goiás";"Goiânia";"Brasil";"Paraná";"Foz do Iguaçu";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"261,73";"0,00"
"0000000000014495787";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Angola";"";"Luanda";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2659,77";"0,00"
"0000000000014495787";"Aéreo";"Peru";"";"Lima";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2860,68";"0,00"
"0000000000014495805";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Paraná";"Curitiba";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"243,20";"0,00"
"0000000000014495805";"Aéreo";"Brasil";"Paraná";"Curitiba";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"243,20";"0,00"
"0000000000014495805";"Aéreo";"Brasil";"Paraná";"Curitiba";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"317,99";"0,00"
"0000000000014495840";"Aéreo";"Peru";"";"Lima";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2861,56";"0,00"
"0000000000014495840";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Angola";"";"Luanda";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2660,58";"0,00"
"0000000000014496021";"Aéreo";"Uruguai";"";"Montevidéu";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2171,69";"0,00"
"0000000000014496054";"Aéreo";"Brasil";"São Paulo";"Presidente Prudente";"Brasil";"Paraná";"Curitiba";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"543,16";"0,00"
"0000000000014496054";"Aéreo";"Brasil";"Paraná";"Curitiba";"Brasil";"São Paulo";"Presidente Prudente";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"670,00";"0,00"
"0000000000014496145";"Aéreo";"Cabo Verde";"";"Praia";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"3609,46";"0,00"
"0000000000014497367";"Aéreo";"Camarões";"";"Iaundê";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Distrito Federal";"Brasília";"Camarões";"";"Iaundê";"9857,21";"0,00"
"0000000000014498867";"Aéreo";"Brasil";"Goiás";"Goiânia";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"185,80";"0,00"
"0000000000014498867";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Goiás";"Goiânia";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"269,40";"0,00"
"0000000000014498885";"Aéreo";"Brasil";"Alagoas";"Maceió";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"0,00";"0,00"
"0000000000014498885";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Bolívia";"";"La Paz";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"0,00";"0,00"
"0000000000014498885";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Alagoas";"Maceió";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1497,43";"0,00"
"0000000000014498885";"Aéreo";"Bolívia";"";"La Paz";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2496,90";"0,00"
"0000000000014498933";"Aéreo";"Reino Unido";"";"Londres";"Argélia";"";"Argel";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1130,85";"0,00"
"0000000000014499019";"Aéreo";"Brasil";"Roraima";"Boa Vista";"Brasil";"Paraíba";"João Pessoa";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"979,43";"0,00"
"0000000000014499019";"Aéreo";"Brasil";"Paraíba";"João Pessoa";"Brasil";"Roraima";"Boa Vista";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1502,39";"0,00"
"0000000000014499121";"Aéreo";"Brasil";"Alagoas";"Maceió";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"0,00";"0,00"
"0000000000014499121";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Alagoas";"Maceió";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1497,43";"0,00"
"0000000000014499121";"Aéreo";"Bolívia";"";"La Paz";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2496,90";"0,00"
"0000000000014499121";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Bolívia";"";"La Paz";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"0,00";"0,00"
"0000000000014499187";"Aéreo";"Bolívia";"";"La Paz";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2496,90";"0,00"
"0000000000014499187";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Bolívia";"";"La Paz";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"0,00";"0,00"
"0000000000014499187";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Alagoas";"Maceió";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1497,43";"0,00"
